;bCT3_1db40_1;bCT3_1db40_2;bCT3_1dT40_1;bCT3_1dT40_2;bCT3_2db40_1;bCT3_2dT40_1;bCT4_dCA2_1;bCT4_dCA2_2;bCT4_dTR2_1;bCT4_dTR2_2
ENSG00000175206.11;4;9;0;0;2;4;1;6;0;2
ENSG00000275915.1;0;0;0;0;0;0;0;0;0;0
ENSG00000120937.9;23;42;55;42;31;53;66;54;97;52
ENSG00000224904.1;0;0;0;0;0;0;0;0;0;0
ENSG00000285646.2;9;10;12;7;4;11;13;11;7;5
ENSG00000199347.1;0;0;0;0;0;0;0;0;0;0
ENSG00000201801.1;0;0;0;0;0;0;0;0;0;0
ENSG00000116685.16;2658;5223;3819;4120;4590;4776;5468;4545;4456;3748
ENSG00000083444.17;16273;33094;26670;29836;26973;31166;25607;24139;22990;19988
ENSG00000287384.1;4;3;1;6;1;2;7;5;0;0
ENSG00000116688.18;3327;6447;4586;5448;5595;4329;4607;5434;4890;4308
ENSG00000270914.1;0;0;0;0;0;0;0;0;0;0
ENSG00000116691.11;428;777;463;541;578;609;680;524;367;321
ENSG00000202461.1;0;1;1;0;2;0;0;1;0;2
ENSG00000276869.1;0;0;0;0;0;0;0;0;0;0
ENSG00000243539.3;0;0;0;0;0;0;0;0;0;0
ENSG00000120949.15;6;5;1;2;6;0;3;1;3;0
ENSG00000201135.1;0;0;0;0;0;0;0;0;0;0
ENSG00000227875.2;0;0;0;0;0;0;0;0;0;0
ENSG00000285604.1;0;0;0;0;0;0;0;0;0;0
ENSG00000283789.1;0;0;0;0;0;0;0;0;0;0
ENSG00000028137.19;151;321;287;320;262;316;184;165;185;153
ENSG00000263676.1;0;0;0;0;0;0;0;0;0;0
ENSG00000225196.2;0;0;0;0;0;0;0;0;0;0
ENSG00000252969.1;0;0;0;0;0;0;0;0;0;0
ENSG00000048707.15;2122;3803;2098;2634;3203;1684;1905;3527;2687;2744
ENSG00000239149.1;4;5;5;8;3;2;6;5;3;2
ENSG00000229484.3;0;3;0;0;3;3;1;0;0;0
ENSG00000162496.9;297;691;102;104;535;116;1325;1024;357;264
ENSG00000221340.1;0;3;0;0;0;0;0;3;0;1
ENSG00000276830.1;0;0;0;0;0;0;0;0;0;0
ENSG00000288927.2;6;10;0;0;7;0;7;4;3;0
ENSG00000272482.2;2;0;0;0;0;1;1;4;0;0
ENSG00000204518.3;0;2;0;0;0;0;0;0;0;0
ENSG00000226166.2;0;0;0;0;0;0;0;0;0;0
ENSG00000188984.12;0;0;0;0;1;0;0;0;0;0
ENSG00000157330.10;0;0;3;0;0;0;0;0;0;0
ENSG00000116726.5;0;0;0;0;0;0;0;0;0;0
ENSG00000116721.9;0;0;0;0;0;0;0;0;0;0
ENSG00000228338.1;0;0;0;0;0;0;0;0;0;0
ENSG00000239810.3;0;0;0;0;0;0;0;0;0;0
ENSG00000231103.2;0;0;0;0;0;0;0;0;0;0
ENSG00000179172.10;0;0;0;1;1;0;1;0;0;0
ENSG00000120952.4;0;0;0;0;0;0;0;0;0;0
ENSG00000243073.4;0;0;0;0;0;0;0;0;0;0
ENSG00000187545.5;0;0;0;0;0;0;0;0;0;0
ENSG00000204510.6;0;1;0;0;0;0;0;1;0;0
ENSG00000207434.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234064.1;0;0;0;0;0;0;0;0;0;0
ENSG00000232423.6;0;0;0;0;0;0;0;0;0;0
ENSG00000274178.2;0;0;0;0;0;0;0;0;0;0
ENSG00000274764.6;0;0;0;0;0;0;0;0;0;0
ENSG00000277058.3;0;0;0;0;0;0;0;0;0;0
ENSG00000229571.7;0;0;0;0;0;0;0;0;0;0
ENSG00000277862.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236179.1;0;1;0;0;0;0;0;0;0;0
ENSG00000275774.3;0;0;0;0;0;0;0;0;0;0
ENSG00000229978.2;0;0;0;0;0;0;0;0;0;0
ENSG00000290772.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233336.1;0;0;0;0;0;0;0;0;0;0
ENSG00000280267.6;0;0;0;0;0;0;0;0;0;0
ENSG00000179412.11;0;0;0;0;0;0;0;0;0;0
ENSG00000204505.5;0;0;0;0;0;0;0;0;0;0
ENSG00000279169.3;0;0;0;0;0;0;0;0;0;0
ENSG00000279804.3;0;0;0;0;0;0;0;0;0;0
ENSG00000250894.1;0;0;0;0;0;0;0;0;0;0
ENSG00000270601.5;0;0;0;0;0;0;0;0;0;0
ENSG00000231219.1;0;0;0;0;0;0;0;0;0;0
ENSG00000207511.1;0;0;0;0;0;0;0;0;0;0
ENSG00000182330.11;1;0;0;0;0;0;0;1;0;0
ENSG00000237700.2;0;1;0;0;0;0;0;0;0;0
ENSG00000204501.7;0;0;0;0;0;0;0;0;0;0
ENSG00000228229.2;0;0;0;0;0;0;0;0;0;0
ENSG00000204481.8;0;0;0;0;1;0;0;2;0;0
ENSG00000204480.9;0;0;1;0;0;0;0;0;0;0
ENSG00000204479.4;0;0;0;0;1;0;0;0;1;0
ENSG00000204478.11;0;0;0;0;0;0;0;0;0;0
ENSG00000162494.6;0;0;0;1;0;0;0;0;0;0
ENSG00000259961.1;0;0;0;0;0;0;0;0;0;0
ENSG00000215909.3;1;0;0;0;0;0;0;0;0;0
ENSG00000162493.17;966;1782;1042;1273;1385;1307;2497;2680;1830;1547
ENSG00000222952.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237445.2;0;0;0;0;0;0;0;0;0;0
ENSG00000253085.1;0;0;0;0;0;0;0;0;0;0
ENSG00000116731.23;844;1540;827;1075;1286;833;981;1468;1123;1028
ENSG00000289380.1;2;1;2;1;0;0;1;3;3;0
ENSG00000189337.17;412;842;343;374;638;408;529;686;468;395
ENSG00000252151.1;0;0;0;0;0;0;0;0;0;0
ENSG00000231606.2;0;0;0;0;0;0;1;1;0;0
ENSG00000234593.3;0;0;0;0;0;0;0;0;0;0
ENSG00000235829.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287756.1;0;0;0;0;0;0;0;0;0;0
ENSG00000175147.13;5;12;1;5;11;2;5;5;1;1
ENSG00000171729.14;164;410;200;211;342;236;294;269;169;135
ENSG00000204464.7;0;0;1;0;0;0;1;0;0;1
ENSG00000215720.4;0;1;0;0;0;0;0;0;0;0
ENSG00000278480.1;0;0;0;0;0;0;0;0;0;0
ENSG00000142621.21;3;7;4;7;10;5;47;29;21;22
ENSG00000233485.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236045.1;0;3;0;0;0;0;1;0;0;2
ENSG00000228140.2;0;0;4;2;1;0;1;1;0;0
ENSG00000142634.13;607;1401;1289;1505;1137;1625;1432;1160;1196;1002
ENSG00000162438.12;1;0;0;0;1;0;0;0;0;0
ENSG00000142615.8;1;0;0;1;1;0;0;0;0;0
ENSG00000215704.10;4;3;1;1;3;2;6;2;0;1
ENSG00000132906.18;203;432;286;340;334;347;274;354;335;272
ENSG00000116138.13;740;1363;906;1049;1227;862;724;1092;935;905
ENSG00000251866.1;0;0;1;0;0;0;0;0;0;0
ENSG00000272510.1;0;0;1;0;0;0;0;0;0;0
ENSG00000116771.6;71;116;108;89;86;107;109;108;95;93
ENSG00000237301.1;7;10;3;2;7;3;9;9;7;2
ENSG00000235084.3;16;22;4;13;8;11;19;11;10;6
ENSG00000252417.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236500.1;0;0;0;0;0;0;0;0;0;0
ENSG00000197312.12;543;1023;628;805;810;630;554;973;767;829
ENSG00000215695.2;0;0;2;0;0;0;0;0;0;0
ENSG00000271742.1;0;2;1;2;0;0;0;0;0;0
ENSG00000116786.13;4051;7970;5692;6716;6600;6401;7570;6946;6901;6178
ENSG00000237938.5;9;19;8;9;8;7;2;18;7;6
ENSG00000162461.8;13;34;13;31;29;26;35;26;20;10
ENSG00000224459.2;4;16;19;22;6;14;33;30;25;30
ENSG00000162460.7;2;10;9;15;1;6;4;3;3;9
ENSG00000162458.13;8851;17817;15535;18432;14679;18782;32551;31149;30349;28025
ENSG00000224321.1;3;7;6;5;2;4;7;5;9;0
ENSG00000233954.7;217;405;261;342;280;322;238;149;172;117
ENSG00000178715.8;1;18;4;4;1;4;0;0;1;0
ENSG00000179743.4;19;57;36;30;49;74;46;24;37;20
ENSG00000065526.13;1379;2547;1522;1947;2142;1505;1570;2558;2165;2000
ENSG00000270620.1;0;0;0;0;0;0;0;0;0;0
ENSG00000116809.12;352;841;500;625;680;510;809;651;548;485
ENSG00000234607.2;0;1;0;0;0;2;0;0;0;0
ENSG00000231353.1;0;1;0;0;0;0;0;0;0;0
ENSG00000275503.1;0;0;0;0;0;0;0;0;0;0
ENSG00000224966.4;0;0;0;0;0;0;0;0;0;0
ENSG00000183888.4;0;0;0;0;0;0;0;1;0;0
ENSG00000233078.1;0;0;0;0;0;0;0;0;0;0
ENSG00000173641.18;1218;2397;2243;2774;1812;2970;9613;8888;10570;8965
ENSG00000186510.12;5;7;3;3;5;0;7;12;9;6
ENSG00000232456.1;0;1;0;0;1;0;0;0;0;0
ENSG00000184908.20;9;6;3;3;12;1;17;10;11;2
ENSG00000185519.9;16;17;21;28;17;30;32;21;16;9
ENSG00000142627.13;1340;2862;2531;2607;2328;2760;2606;2874;2983;2708
ENSG00000227959.2;13;3;9;6;11;11;8;7;18;6
ENSG00000224621.1;3;7;0;6;3;4;7;5;6;2
ENSG00000234166.1;0;0;0;0;0;0;0;0;0;0
ENSG00000142632.17;149;363;196;230;274;262;392;437;237;225
ENSG00000291077.1;21;56;31;18;33;20;61;39;31;27
ENSG00000237276.10;5;6;2;3;4;0;0;1;3;1
ENSG00000288398.1;168;330;194;257;282;256;280;242;258;191
ENSG00000132881.12;124;260;168;178;218;170;226;266;194;165
ENSG00000233929.1;0;0;2;2;0;1;8;4;0;1
ENSG00000037637.11;723;1397;784;903;1201;816;1150;1286;984;900
ENSG00000055070.17;3544;6807;5410;6529;5509;6608;8624;8370;8261;7211
ENSG00000226457.1;2;5;1;6;2;4;1;0;4;3
ENSG00000187144.11;1;2;3;0;4;0;0;0;0;1
ENSG00000157191.20;1710;3685;2820;3220;2974;3268;3970;3613;3475;3107
ENSG00000226029.1;20;38;23;21;26;26;22;20;29;15
ENSG00000290842.1;34;75;49;38;38;25;28;42;35;24
ENSG00000080947.16;13;9;8;15;22;7;8;18;8;8
ENSG00000206652.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261135.1;0;1;0;0;1;0;0;0;1;0
ENSG00000285853.1;0;0;0;0;0;0;0;0;0;0
ENSG00000224174.2;0;0;0;0;0;0;0;0;0;0
ENSG00000233421.5;0;1;0;0;0;0;1;0;0;0
ENSG00000277344.1;0;0;0;0;0;0;0;0;0;0
ENSG00000225710.1;0;0;0;0;0;0;0;0;0;0
ENSG00000219481.11;690;1265;674;803;1109;566;554;971;734;763
ENSG00000271732.1;0;3;0;0;2;0;0;0;1;0
ENSG00000291072.1;72;121;84;101;117;106;154;164;116;109
ENSG00000215908.12;15;54;19;27;32;19;20;64;38;35
ENSG00000283773.1;0;0;0;0;0;0;0;0;0;0
ENSG00000186301.8;27;78;22;33;67;40;39;33;25;29
ENSG00000282143.1;0;0;0;0;0;0;0;0;0;0
ENSG00000207513.1;0;0;0;0;0;0;0;0;0;0
ENSG00000280114.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236698.1;12;35;19;34;28;28;14;22;31;18
ENSG00000290849.1;0;0;0;0;0;0;0;0;0;0
ENSG00000268869.7;0;0;0;0;0;0;0;0;0;0
ENSG00000279151.1;0;0;0;0;0;0;0;0;0;0
ENSG00000282740.1;0;0;0;0;0;0;0;0;0;0
ENSG00000058453.17;455;941;554;626;756;547;699;647;541;517
ENSG00000290850.1;0;0;0;0;0;0;0;0;0;0
ENSG00000207389.1;0;0;0;0;0;0;0;0;0;0
ENSG00000227684.3;0;0;0;0;0;0;0;0;1;0
ENSG00000290851.1;0;0;0;0;1;4;0;1;0;1
ENSG00000186715.12;0;0;0;0;0;0;0;0;0;0
ENSG00000223643.6;0;0;0;0;0;0;0;0;0;0
ENSG00000230239.1;0;0;0;0;0;0;0;0;0;0
ENSG00000263811.1;0;0;0;0;0;0;0;0;0;0
ENSG00000228549.5;1;0;0;1;1;0;0;0;2;0
ENSG00000277234.1;0;0;0;0;0;0;0;0;0;0
ENSG00000238142.4;13;25;16;18;18;8;26;22;19;19
ENSG00000235241.1;0;0;0;0;0;0;0;0;0;0
ENSG00000207005.1;0;0;0;0;1;0;0;0;0;0
ENSG00000272426.1;1;0;0;0;0;3;3;2;0;0
ENSG00000290122.1;0;0;0;0;0;1;0;0;0;0
ENSG00000117122.14;784;1666;1084;1238;1393;1576;2539;2192;1609;1550
ENSG00000286898.1;0;0;0;0;0;0;0;0;0;0
ENSG00000226526.1;1;1;1;0;0;0;4;0;0;2
ENSG00000159363.19;1916;4032;3243;3500;3253;3913;3309;3217;3088;2732
ENSG00000288636.1;0;0;0;0;0;0;0;0;0;0
ENSG00000117118.10;1108;2101;1606;1942;1654;2082;2240;1885;1780;1386
ENSG00000117115.13;35;73;0;4;80;1;14;23;1;2
ENSG00000204362.6;27;43;40;53;26;48;34;31;50;34
ENSG00000282843.1;0;0;0;0;0;0;0;0;0;0
ENSG00000142623.11;28;61;56;69;54;50;26;22;31;42
ENSG00000142619.4;0;0;0;0;0;0;0;0;0;0
ENSG00000266634.1;0;0;0;0;0;0;0;0;0;0
ENSG00000159339.13;0;0;0;0;0;0;0;2;0;0
ENSG00000276747.1;0;4;0;0;0;0;0;0;0;0
ENSG00000227751.1;0;0;0;0;0;0;0;0;0;0
ENSG00000179051.14;1629;3503;1821;2110;2847;2016;2879;3205;2195;1926
ENSG00000290096.1;0;1;1;0;3;0;0;0;0;0
ENSG00000074964.17;1138;2442;2065;2335;1780;2225;2901;2686;2938;2646
ENSG00000236648.2;0;0;0;0;0;0;0;0;0;0
ENSG00000117148.8;0;0;1;0;4;0;0;0;0;0
ENSG00000284653.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261781.1;0;0;0;0;0;0;0;0;0;0
ENSG00000117154.12;0;0;0;0;0;0;1;2;3;4
ENSG00000280222.1;0;0;0;0;0;0;0;0;0;0
ENSG00000230035.2;0;0;0;0;0;0;0;0;0;0
ENSG00000225387.1;0;0;0;0;0;0;0;0;0;0
ENSG00000179023.9;0;0;0;0;0;0;1;3;0;0
ENSG00000235282.3;0;0;0;0;0;0;0;0;0;0
ENSG00000225478.2;0;0;0;0;0;0;0;0;0;0
ENSG00000009709.12;0;0;1;1;0;0;0;0;0;0
ENSG00000179002.6;0;0;1;0;0;0;0;0;0;0
ENSG00000159423.17;894;1900;1205;1458;1505;1334;2156;2040;1667;1430
ENSG00000265606.1;0;0;0;0;0;0;0;0;0;0
ENSG00000221662.1;0;0;0;0;0;0;0;0;1;0
ENSG00000169991.11;466;804;502;630;654;451;906;1086;794;800
ENSG00000272084.1;7;26;18;19;25;28;32;21;10;31
ENSG00000127481.15;6304;12337;7194;8957;10183;6072;7647;13473;11316;10719
ENSG00000230424.3;7;16;4;9;17;13;17;8;13;8
ENSG00000127463.16;2837;5437;3881;4906;4521;4471;3788;4729;4451;3783
ENSG00000053372.5;665;1343;984;1148;1178;1216;1488;1298;1047;839
ENSG00000286064.1;15;12;12;12;11;12;10;26;15;13
ENSG00000211454.16;1;22;10;8;7;16;9;13;3;4
ENSG00000162482.5;10;18;9;8;21;9;9;3;13;9
ENSG00000270728.1;19;47;37;49;47;15;31;39;22;27
ENSG00000053371.13;1308;2684;1721;2078;2262;2330;2681;2348;2006;1754
ENSG00000200403.1;0;2;1;0;3;0;2;0;2;0
ENSG00000040487.13;463;960;629;772;711;760;1005;941;892;769
ENSG00000077549.19;7375;14244;11356;13220;12034;13308;16504;14171;13680;11343
ENSG00000240490.3;0;0;0;0;0;0;0;2;0;0
ENSG00000173436.15;160;236;157;163;187;157;201;183;158;147
ENSG00000201609.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235185.1;0;0;0;0;0;0;0;1;0;0
ENSG00000158747.15;3734;7708;5075;6227;6420;6080;7730;6408;4665;4495
ENSG00000270136.6;0;1;0;0;0;0;0;0;0;0
ENSG00000226396.1;0;3;0;2;1;3;5;0;1;2
ENSG00000158748.4;0;3;3;0;2;2;3;1;3;1
ENSG00000162542.14;428;886;569;613;651;558;736;834;665;558
ENSG00000178828.7;0;0;0;0;0;0;0;0;0;0
ENSG00000235434.1;0;0;0;0;0;0;0;0;0;0
ENSG00000169914.6;255;380;283;353;344;299;185;277;222;211
ENSG00000188784.4;0;0;1;0;0;0;0;0;0;0
ENSG00000242688.3;0;0;0;0;0;0;0;0;0;0
ENSG00000188257.12;13;17;6;5;22;7;12;2;1;3
ENSG00000127472.11;218;459;406;545;370;644;580;456;484;476
ENSG00000117215.15;0;0;0;0;0;0;0;0;0;0
ENSG00000158786.5;0;0;0;0;0;0;0;0;0;0
ENSG00000227066.2;0;0;0;0;0;0;0;0;0;0
ENSG00000187980.7;1;3;1;1;1;1;3;2;4;1
ENSG00000162543.6;43;79;24;20;74;29;52;56;21;28
ENSG00000228105.2;0;0;0;0;0;0;0;0;0;0
ENSG00000284710.1;0;0;0;0;0;0;0;0;0;0
ENSG00000158816.16;0;3;0;0;0;0;0;0;1;4
ENSG00000226664.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236963.9;0;1;1;1;1;1;0;2;3;1
ENSG00000226487.1;0;0;0;0;0;0;0;0;0;0
ENSG00000284641.1;0;0;0;0;0;0;0;0;0;0
ENSG00000284743.1;0;0;0;0;2;0;0;0;0;0
ENSG00000162545.6;3239;5268;3404;3671;4876;4068;4886;4441;2988;2257
ENSG00000289402.2;1;4;4;6;5;3;3;4;1;0
ENSG00000090432.7;1282;2432;1506;1943;2166;1923;2326;2242;1903;1603
ENSG00000215520.3;0;0;0;0;0;0;0;0;0;0
ENSG00000183114.8;7;13;13;9;12;9;41;34;28;26
ENSG00000158825.6;37;83;58;64;65;65;164;120;145;116
ENSG00000158828.8;1496;3040;2381;2486;2736;2496;3099;3015;3364;2834
ENSG00000284005.1;0;0;0;0;0;0;0;0;0;0
ENSG00000117242.7;204;355;273;341;325;296;227;267;248;217
ENSG00000244038.11;8579;16121;11230;13006;13531;13642;13134;12794;12076;10647
ENSG00000117245.13;62;88;78;111;105;106;161;174;182;163
ENSG00000235432.1;0;1;0;0;0;0;0;0;2;0
ENSG00000189410.12;210;509;567;553;382;540;654;651;722;582
ENSG00000233069.1;2;1;1;1;1;2;1;0;1;1
ENSG00000127483.19;3883;7039;4402;5193;6015;4702;4050;5055;4206;3905
ENSG00000075151.24;4572;8403;5422;6490;7043;5019;4961;7068;6372;5712
ENSG00000251914.1;0;0;0;0;0;0;0;0;0;0
ENSG00000221808.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233072.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236073.2;0;0;0;0;0;0;0;0;0;0
ENSG00000235112.1;0;0;1;2;0;0;2;0;2;0
ENSG00000287192.1;1;2;0;1;2;3;2;3;1;2
ENSG00000117298.16;13489;27621;23313;28328;22669;23079;18045;19841;20516;17657
ENSG00000236936.1;1;0;3;0;5;0;1;2;2;1
ENSG00000231105.2;7;1;0;2;5;1;8;1;4;5
ENSG00000236216.5;0;0;0;0;0;0;0;0;0;0
ENSG00000228823.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236009.1;0;0;0;0;0;0;0;0;0;0
ENSG00000227001.3;52;57;43;45;67;38;0;0;0;0
ENSG00000187952.9;3;7;2;1;3;5;0;4;5;3
ENSG00000186543.7;0;0;0;0;0;0;0;0;0;0
ENSG00000142794.19;353;695;446;530;553;433;563;784;609;583
ENSG00000176378.8;0;0;0;0;0;0;0;0;1;0
ENSG00000162551.14;148;317;328;422;281;486;473;413;312;406
ENSG00000289715.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233431.1;0;0;0;0;0;0;0;0;0;0
ENSG00000076864.21;53;95;26;19;64;25;134;129;94;65
ENSG00000090686.16;1506;2775;1711;2026;2437;1678;2154;2432;1966;1880
ENSG00000231978.2;0;0;0;0;0;0;0;0;0;0
ENSG00000187942.12;14;26;28;40;21;33;24;20;17;29
ENSG00000142798.20;42166;86762;59632;71996;68928;56629;33616;62354;56804;54386
ENSG00000232037.3;1;0;0;1;1;3;0;0;0;0
ENSG00000283234.1;0;0;0;0;0;0;0;0;0;0
ENSG00000219073.8;0;0;1;0;0;0;0;0;0;0
ENSG00000285959.1;0;0;0;0;0;0;0;0;0;0
ENSG00000273610.1;0;1;0;0;0;0;0;0;0;0
ENSG00000201919.1;0;0;0;0;0;0;0;0;0;0
ENSG00000142789.20;0;0;0;0;0;0;0;0;0;0
ENSG00000278124.1;0;0;0;0;0;0;0;0;0;0
ENSG00000201273.1;0;0;1;0;0;0;0;0;0;0
ENSG00000228397.3;1;4;2;0;1;0;8;6;0;3
ENSG00000218510.9;23;28;13;17;36;14;14;28;18;14
ENSG00000289694.1;0;0;0;0;0;0;0;0;0;0
ENSG00000285752.1;1;14;8;5;9;18;12;11;12;7
ENSG00000285794.1;0;0;0;0;0;0;0;0;0;0
ENSG00000070831.18;28;57;34;54;40;31;35;50;30;45
ENSG00000230068.2;1;1;0;1;1;0;0;1;1;0
ENSG00000271428.1;0;0;2;1;1;1;0;1;0;0
ENSG00000162552.15;5;4;4;4;4;6;6;3;18;2
ENSG00000285873.1;0;1;0;0;0;2;3;6;1;5
ENSG00000266564.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234397.3;0;0;0;0;0;0;1;0;0;0
ENSG00000279625.1;0;0;0;0;0;0;0;0;0;0
ENSG00000184677.18;576;1123;570;757;962;551;720;1127;887;791
ENSG00000237200.1;1;4;0;3;4;0;0;1;3;2
ENSG00000070886.12;0;1;1;0;0;0;0;1;1;0
ENSG00000276835.2;0;0;0;0;0;0;0;0;0;0
ENSG00000173372.18;0;0;0;0;0;0;26;27;14;17
ENSG00000289692.1;0;0;0;0;0;0;0;0;0;0
ENSG00000159189.13;0;0;1;1;0;2;144;118;97;63
ENSG00000173369.18;1;0;6;0;0;5;214;162;116;87
ENSG00000133216.17;160;400;421;522;329;458;563;635;484;466
ENSG00000265422.1;0;0;0;0;0;0;0;0;0;0
ENSG00000225952.1;0;0;0;0;0;0;0;0;0;0
ENSG00000264014.1;0;0;0;0;0;0;0;0;0;0
ENSG00000215906.9;0;1;0;0;0;0;0;0;0;0
ENSG00000227868.7;0;0;1;0;1;0;1;0;0;2
ENSG00000004487.18;1507;2948;1836;2241;2462;2120;2554;2440;1928;1829
ENSG00000240553.1;0;0;0;0;2;0;0;2;0;0
ENSG00000263793.1;0;0;0;0;0;0;0;0;0;0
ENSG00000266802.1;0;0;0;0;0;0;0;0;0;0
ENSG00000169641.15;2157;4056;2712;3238;3386;2290;2467;3732;3038;2808
ENSG00000229010.1;0;0;0;0;0;0;0;0;0;3
ENSG00000206935.1;0;0;0;0;0;0;0;0;4;0
ENSG00000252578.1;0;0;0;2;0;0;1;0;0;4
ENSG00000289014.1;3;12;3;2;11;5;2;3;0;1
ENSG00000179546.5;3;1;2;3;4;1;4;4;0;3
ENSG00000215381.3;0;0;0;0;0;0;0;0;0;0
ENSG00000261326.4;50;61;24;32;47;49;26;33;42;39
ENSG00000284726.1;5;3;2;0;7;3;9;7;7;5
ENSG00000125944.21;2127;4080;2465;3153;3454;3041;3244;3541;2576;2383
ENSG00000125945.15;347;639;326;448;555;356;446;575;407;356
ENSG00000249087.9;27;21;20;13;30;19;23;14;11;23
ENSG00000201405.1;0;0;0;0;0;0;0;0;0;0
ENSG00000271420.1;1;2;1;1;0;0;4;2;1;0
ENSG00000204219.11;133;276;163;213;228;229;536;381;348;291
ENSG00000232482.2;0;0;0;0;0;0;1;0;0;0
ENSG00000088280.20;679;1271;669;786;1087;753;1174;1343;980;1016
ENSG00000007968.7;28;48;23;19;47;38;45;108;30;27
ENSG00000235052.1;0;6;2;1;2;0;1;3;0;0
ENSG00000117318.9;3758;8118;3311;3697;6575;4588;9318;7857;7611;5323
ENSG00000285802.1;3;2;5;3;4;2;5;6;4;3
ENSG00000197880.10;4;12;2;1;1;3;4;3;3;5
ENSG00000229239.2;0;0;0;0;0;0;0;0;0;0
ENSG00000142676.14;6962;12834;8620;10625;10121;11381;16179;10875;9811;8509
ENSG00000236810.8;15;16;15;26;16;21;17;23;15;17
ENSG00000011007.13;1373;2744;2097;2454;2281;2131;2451;2661;2568;2208
ENSG00000057757.10;800;1585;1201;1399;1368;1338;1433;1315;1036;894
ENSG00000289835.1;0;2;1;2;4;1;2;2;3;6
ENSG00000011009.11;707;1594;1083;1366;1257;1416;1830;1467;1272;1216
ENSG00000117308.15;312;586;487;592;545;646;546;433;416;305
ENSG00000117305.15;859;1653;1274;1344;1369;1324;1994;1525;1495;1169
ENSG00000179163.12;1049;1824;1225;1411;1534;1455;1255;1390;1332;1181
ENSG00000188822.8;0;0;0;0;0;0;0;0;0;1
ENSG00000229106.1;0;0;0;0;0;0;3;0;0;0
ENSG00000232557.3;0;0;0;0;0;0;0;0;0;0
ENSG00000264926.1;0;0;0;0;0;0;0;0;0;0
ENSG00000230228.2;0;0;0;0;0;0;0;0;0;0
ENSG00000189266.13;1458;2549;1765;2041;2115;1835;2373;2521;2283;2049
ENSG00000188529.15;1785;3063;2109;2543;2660;2203;2666;2955;2587;2410
ENSG00000215905.4;0;0;0;0;0;0;0;0;0;0
ENSG00000225315.2;0;0;0;0;0;0;0;0;0;0
ENSG00000142661.19;73;124;130;175;86;119;145;145;202;167
ENSG00000230703.1;0;0;0;0;0;0;0;0;0;0
ENSG00000142677.4;20;33;28;37;29;46;39;25;18;13
ENSG00000185436.12;16;21;5;5;9;6;18;16;19;6
ENSG00000158055.17;5;3;4;1;1;2;2;2;1;1
ENSG00000230023.2;0;0;1;0;0;0;0;0;0;0
ENSG00000232298.2;0;0;0;0;5;0;3;0;0;0
ENSG00000001460.18;305;621;454;529;483;538;556;605;585;483
ENSG00000001461.17;2726;5195;3796;4804;4182;3935;2459;3483;3655;3015
ENSG00000288982.1;3;3;4;4;7;5;11;3;7;0
ENSG00000286061.1;1;6;1;0;0;0;4;0;0;0
ENSG00000117602.13;654;1088;716;810;952;746;538;736;646;563
ENSG00000264443.1;0;0;0;0;0;0;0;0;0;0
ENSG00000184454.7;12;8;15;16;13;7;9;10;26;12
ENSG00000227312.2;0;0;0;0;0;0;0;0;0;0
ENSG00000239106.1;0;0;0;0;0;0;0;0;0;0
ENSG00000133226.19;1882;3808;2011;2633;3097;2210;2623;3234;2506;2098
ENSG00000284699.1;1;3;7;3;3;5;3;3;2;1
ENSG00000169504.15;35585;61611;52946;64335;54109;54754;42541;60861;67869;59190
ENSG00000238482.1;0;0;0;1;0;3;2;0;0;0
ENSG00000020633.19;9;6;1;1;7;4;1;9;7;8
ENSG00000278034.1;0;0;0;0;0;0;0;0;0;0
ENSG00000229162.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261025.1;0;0;0;0;0;0;0;0;0;0
ENSG00000264371.1;0;0;0;0;0;0;0;0;0;0
ENSG00000285823.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233755.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233419.3;0;0;0;0;0;0;0;0;0;0
ENSG00000231953.2;0;0;0;1;0;0;0;0;0;0
ENSG00000117614.10;612;954;666;775;812;688;1124;873;888;750
ENSG00000284602.1;4;9;4;5;5;1;11;14;2;7
ENSG00000284657.1;1;1;0;0;1;1;0;1;0;4
ENSG00000117616.18;759;1312;861;922;943;967;966;1034;928;879
ENSG00000272432.1;5;5;4;0;4;6;4;4;0;0
ENSG00000261349.1;4;8;1;2;5;1;2;0;1;1
ENSG00000187010.21;6;24;11;15;16;26;15;13;28;8
